Event, Reactor, Source, Destination, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay, File Index, Line Number, Sequence Number for File and Line
Sending FED_ID, NO REACTOR, 2, -1, -1702260913612546236, 0, -1009535125, NO TRIGGER, 0, 0, 1114, 0
Receiving ACK, NO REACTOR, 2, -1, -1702260913612546236, 0, -1009416742, NO TRIGGER, 0, 0, 1148, 0
Sending TIMESTAMP, NO REACTOR, 2, -1, -1009391320, 0, -1009390342, NO TRIGGER, 0, 0, 471, 0
Receiving TIMESTAMP, NO REACTOR, 2, -1, 0, 0, -999757159, NO TRIGGER, 0, 0, 1206, 0
Sending NET, NO REACTOR, 2, -1, 0, 0, -999707641, NO TRIGGER, 0, 0, 522, 0
Receiving TAG, NO REACTOR, 2, -1, 0, 0, -999525004, NO TRIGGER, 0, 0, 1880, 0
Sending PORT_ABS, NO REACTOR, 2, -1, 999999, -1, -999431974, NO TRIGGER, 0, 0, 1440, 0
Sending PORT_ABS, NO REACTOR, 2, -1, 999999, -1, -999387345, NO TRIGGER, 0, 0, 1440, 1
Sending LTC, NO REACTOR, 2, -1, 0, 0, -999378196, NO TRIGGER, 0, 0, 522, 1
Sending NET, NO REACTOR, 2, -1, 100000000, 0, -999371421, NO TRIGGER, 0, 0, 522, 2
Receiving PORT_ABS, NO REACTOR, 2, -1, 999999, -1, -999156796, NO TRIGGER, 0, 0, 1605, 0
Receiving TAGGED_MSG, NO REACTOR, 2, -1, 1000000, 0, -999123481, NO TRIGGER, 0, 0, 1724, 0
Sending NET, NO REACTOR, 2, -1, 1000000, 0, -999046515, NO TRIGGER, 0, 0, 522, 3
Receiving TAG, NO REACTOR, 2, -1, 1000000, 0, -999026540, NO TRIGGER, 0, 0, 1880, 1
Sending TAGGED_MSG, NO REACTOR, 2, -1, 2000000, 0, -998962146, NO TRIGGER, 0, 0, 435, 0
Sending PORT_ABS, NO REACTOR, 2, -1, 1999999, -1, -998945384, NO TRIGGER, 0, 0, 1440, 2
Sending LTC, NO REACTOR, 2, -1, 1000000, 0, -998934489, NO TRIGGER, 0, 0, 522, 4
Sending NET, NO REACTOR, 2, -1, 100000000, 0, -998926876, NO TRIGGER, 0, 0, 522, 5
Receiving PORT_ABS, NO REACTOR, 2, -1, 2999999, -1, -998673070, NO TRIGGER, 0, 0, 1605, 1
Receiving PORT_ABS, NO REACTOR, 2, -1, 2999999, -1, -998607208, NO TRIGGER, 0, 0, 1605, 2
Receiving PORT_ABS, NO REACTOR, 2, -1, 20999999, -1, -998474299, NO TRIGGER, 0, 0, 1605, 3
Receiving TAGGED_MSG, NO REACTOR, 2, -1, 21000000, 0, -998465638, NO TRIGGER, 0, 0, 1724, 1
Sending NET, NO REACTOR, 2, -1, 21000000, 0, -998434698, NO TRIGGER, 0, 0, 522, 6
Receiving TAG, NO REACTOR, 2, -1, 21000000, 0, -998382247, NO TRIGGER, 0, 0, 1880, 2
Sending TAGGED_MSG, NO REACTOR, 2, -1, 22000000, 0, -998369326, NO TRIGGER, 0, 0, 435, 1
Sending PORT_ABS, NO REACTOR, 2, -1, 21999999, -1, -998350329, NO TRIGGER, 0, 0, 1440, 3
Sending LTC, NO REACTOR, 2, -1, 21000000, 0, -998342577, NO TRIGGER, 0, 0, 522, 7
Sending NET, NO REACTOR, 2, -1, 100000000, 0, -998332240, NO TRIGGER, 0, 0, 522, 8
Receiving PORT_ABS, NO REACTOR, 2, -1, 22999999, -1, -998117825, NO TRIGGER, 0, 0, 1605, 4
Receiving PORT_ABS, NO REACTOR, 2, -1, 22999999, -1, -998067888, NO TRIGGER, 0, 0, 1605, 5
Receiving PORT_ABS, NO REACTOR, 2, -1, 40999999, -1, -997934769, NO TRIGGER, 0, 0, 1605, 6
Receiving TAGGED_MSG, NO REACTOR, 2, -1, 41000000, 0, -997904736, NO TRIGGER, 0, 0, 1724, 2
Sending NET, NO REACTOR, 2, -1, 41000000, 0, -997879873, NO TRIGGER, 0, 0, 522, 9
Receiving TAG, NO REACTOR, 2, -1, 41000000, 0, -997739071, NO TRIGGER, 0, 0, 1880, 3
Sending TAGGED_MSG, NO REACTOR, 2, -1, 42000000, 0, -997726150, NO TRIGGER, 0, 0, 435, 2
Sending PORT_ABS, NO REACTOR, 2, -1, 41999999, -1, -997707153, NO TRIGGER, 0, 0, 1440, 4
Sending LTC, NO REACTOR, 2, -1, 41000000, 0, -997699959, NO TRIGGER, 0, 0, 522, 10
Sending NET, NO REACTOR, 2, -1, 100000000, 0, -997687108, NO TRIGGER, 0, 0, 522, 11
Receiving PORT_ABS, NO REACTOR, 2, -1, 42999999, -1, -997509570, NO TRIGGER, 0, 0, 1605, 7
Receiving PORT_ABS, NO REACTOR, 2, -1, 42999999, -1, -997449296, NO TRIGGER, 0, 0, 1605, 8
Receiving TAGGED_MSG, NO REACTOR, 2, -1, 61000000, 0, -997347187, NO TRIGGER, 0, 0, 1724, 3
Sending NET, NO REACTOR, 2, -1, 61000000, 0, -997331542, NO TRIGGER, 0, 0, 522, 12
Receiving PORT_ABS, NO REACTOR, 2, -1, 60999999, -1, -997279021, NO TRIGGER, 0, 0, 1605, 9
Receiving TAG, NO REACTOR, 2, -1, 61000000, 0, -997223357, NO TRIGGER, 0, 0, 1880, 4
Sending TAGGED_MSG, NO REACTOR, 2, -1, 62000000, 0, -997213020, NO TRIGGER, 0, 0, 435, 3
Sending PORT_ABS, NO REACTOR, 2, -1, 61999999, -1, -997192137, NO TRIGGER, 0, 0, 1440, 5
Sending LTC, NO REACTOR, 2, -1, 61000000, 0, -997179705, NO TRIGGER, 0, 0, 522, 13
