Start time:, 1702002732834488842
End time:, 1702002731837150201
Total time:, -997338641

Total Event Occurrences
Sending ACK, 3
Sending TIMESTAMP, 3
Sending PTAG, 22
Sending TAG, 24
Sending TAGGED_MSG, 22
Receiving TIMESTAMP, 3
Receiving NET, 51
Receiving LTC, 33
Receiving FED_ID, 3
Receiving TAGGED_MSG, 22

Reaction Executions
Reactor, Reaction, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
