Start time:, 1702002732656220034
End time:, 1702002731657531573
Total time:, -998688461

Total Event Occurrences
Sending TIMESTAMP, 1
Sending NET, 13
Sending LTC, 6
Sending FED_ID, 1
Receiving ACK, 1
Receiving TIMESTAMP, 1
Receiving PTAG, 5
Receiving TAG, 7
Receiving TAGGED_MSG, 24

Reaction Executions
Reactor, Reaction, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
